ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,SO,OS,Num_Sentences,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
dyo,6,31,5,0,3,2,SVO,SVO,40,7,47,1.5661976048069917,0.6071716548713029,50000.0,9.834906869,9.9451287701,10.1580129997,10.4227311018,9.8350009747,9.8558101094,10.1161225671,9.9893125834,9.841995273,PBC
dyu,43,14,2,2,1,0,SOV,_,58,4,62,1.2665777077901545,0.345117314944953,50000.0,7.8769246684,7.9058074231,7.9856693929,8.0860445312,7.8770380929,7.902029675,7.9550652911,7.933143844,7.8854771025,PBC
ell,94,185,7,50,51,44,SVO,No dominant order,330,101,431,2.1603841986321553,0.7854983735692594,50000.0,9.8888450313,10.0044481849,10.228306494,10.5042407893,9.8889397031,9.9098749837,10.1840319767,10.0520376977,9.8987608851,PBC
emp,54,6,7,10,3,1,SOV,_,63,18,81,1.6003518173711118,0.7642045065086203,50000.0,9.9212273479,9.9955405695,10.1196344665,10.289230472,9.9213111435,9.93982012,10.0825741454,10.0075247943,9.9465693265,PBC
enb,9,7,0,0,3,3,SOV,_,19,3,22,1.8371323244686164,0.5746356978376794,50000.0,9.6339464403,9.7292941556,9.9266772458,10.170804741,9.6340440731,9.6556256536,9.8841650027,9.7766440969,9.6489863572,PBC
eng,41,1531,243,22,67,14,SVO,SVO,1639,279,1918,1.0505364431374118,0.5983716379772777,50000.0,8.7389019329,8.7884729345,8.9050500301,9.0534780929,8.7390046683,8.7616842815,8.8669293812,8.8209858608,8.7483624994,PBC
enm,12,331,47,8,18,14,SVO,_,361,69,430,1.2432059272046698,0.6354211002314083,50000.0,8.5647731293,8.6245584118,8.7864218419,8.9811066489,8.5648878322,8.5902176969,8.7401754468,8.6814256385,8.5732584889,PBC
epo,30,125,19,3,0,3,SVO,_,155,25,180,1.335463367380944,0.5813214987637028,50000.0,8.4495008614,8.514494273,8.6978918192,8.9148070232,8.4496194614,8.4758183734,8.6484733676,8.582437125,8.4553665796,PBC
erv,10,4,1,10,0,5,SOV,_,14,16,30,2.0386171832023834,0.9967916319816366,,,,,,,,,,,
ese,12,3,1,1,2,0,SOV,SOV,17,2,19,1.6282202760321463,0.4854607607459134,50000.0,8.6687925588,8.7117560171,8.8165754065,8.9492157956,8.6688977781,8.6921025435,8.7808746528,8.7428221271,8.684209664,PBC
esk,4,15,1,0,3,2,SVO,_,22,3,25,1.7095263323230747,0.5293608652873644,50000.0,12.5172562892,12.8096472931,12.9398238645,13.2152687535,12.5173089548,12.5289653935,12.9261384702,13.5469387076,12.5505632055,PBC
est,116,224,41,10,33,9,SVO,SVO,373,60,433,1.847723117577241,0.5804765526211481,50000.0,9.9848432948,10.0900013363,10.2826104734,10.5271244892,9.9849341029,10.0050088194,10.224850024,10.1237906908,9.9956259569,PBC
eus,71,122,20,39,70,25,SVO,SOV,263,84,347,2.329577255945998,0.7984738188684876,50000.0,10.3704547116,10.4705488936,10.6162677562,10.8190355692,10.3705332692,10.3878968793,10.5712922605,10.4725526892,10.3852272466,PBC
ewe,12,38,6,5,7,10,SVO,SVO,57,21,78,2.1516717521757003,0.8403586716091171,50000.0,8.9668174558,9.0309308234,9.1848092743,9.3748321717,8.9669230736,8.9902492552,9.1374889291,9.0769448024,8.9794637482,PBC
faa,13,1,4,2,0,1,SOV,_,14,7,21,1.6253785496437987,0.9182958340544896,50000.0,9.5468034242,9.6138310358,9.7432938581,9.9132043783,9.5468948762,9.5670904755,9.7022213053,9.6378050135,9.5641015056,PBC
fai,37,12,8,7,5,0,SOV,_,54,15,69,1.8906918558250523,0.7553754125614287,50000.0,9.1951490912,9.2590027737,9.4038067506,9.5849773589,9.1952508338,9.2177144649,9.3560726545,9.2985405047,9.2139062205,PBC
fal,5,45,2,3,5,4,SVO,_,55,9,64,1.5451944095957428,0.5858732928619205,50000.0,8.2511143573,8.2926784014,8.4061880501,8.5462726459,8.25122807,8.2763135511,8.3691763587,8.3318388305,8.2607180259,PBC
fao,9,122,16,2,34,1,SVO,_,165,19,184,1.474360777806119,0.4792478902636013,50000.0,9.2546704723,9.3320999152,9.509409914,9.7269296026,9.2547738067,9.2776039111,9.4549282026,9.3824502617,9.2660865871,PBC
fij,6,37,3,4,10,26,SVO,No dominant order,53,33,86,2.0489955610357775,0.9606276613221152,50000.0,7.6766939276,7.7104241376,7.8139771125,7.9397316499,7.6768170665,7.70396508,7.7729895647,7.7506075552,7.6822404418,PBC
fin,103,298,58,10,21,9,SVO,SVO,422,77,499,1.684795919254689,0.6205184076059188,50000.0,10.8724246373,11.0194208351,11.2110073665,11.4734404908,10.8725008455,10.8893556608,11.1487160514,11.0114976319,10.8865809433,PBC
fiz,36,31,9,4,6,6,SOV,_,73,19,92,2.09697216588798,0.7347813522127804,,,,,,,,,,,
flm,39,11,20,9,2,3,SOV,_,52,32,84,2.036279223331981,0.9587118829771317,,,,,,,,,,,
for,19,2,1,3,0,1,SOV,SOV,21,5,26,1.3363816313106462,0.7062740891876007,50000.0,10.4025892915,10.5244681685,10.7197021264,10.9736384865,10.4026738703,10.4213745045,10.6623524704,10.5439187173,10.4240533677,PBC
fra,277,601,62,8,23,8,SVO,SVO,901,78,979,1.440095993591085,0.40102641569230213,50000.0,9.4372023869,9.5306745986,9.7417540626,9.9960428717,9.4373059583,9.4601974932,9.6800316283,9.5909629431,9.4503769566,PBC
fub,7,64,4,1,1,3,SVO,SVO,72,8,80,1.1168484454302785,0.4689955935892812,50000.0,9.175152713,9.2398575856,9.3824848767,9.5630303177,9.1752522927,9.1972455894,9.3391854584,9.2764034559,9.1883196678,PBC
fuf,7,76,4,2,5,7,SVO,_,88,13,101,1.3537055381482723,0.5538976334852962,50000.0,9.0045123168,9.0809895809,9.2685053022,9.4951254914,9.0046204022,9.0285050471,9.2297446378,9.1399671777,9.0149730829,PBC
fuv,8,45,8,3,3,3,SVO,_,56,14,70,1.7093108477831693,0.7219280948873623,50000.0,9.148305227,9.2180595323,9.377323474,9.5754218805,9.1484076202,9.1710273298,9.3381798424,9.2621827936,9.1602625782,PBC
gag,64,100,11,13,2,12,SVO,_,166,36,202,1.8187826058856027,0.6761627418829198,50000.0,10.4659529917,10.5770260829,10.7402355015,10.9629768985,10.4660326541,10.4836432968,10.6893889743,10.5818167097,10.4889307381,PBC
gah,35,9,4,5,3,5,SOV,SOV,47,14,61,1.9302717792499073,0.7771529943226336,50000.0,9.8243219029,9.9094986181,10.0653065496,10.2685906124,9.8244113334,9.844172993,10.0172966424,9.9348296176,9.8378664691,PBC
gaw,29,2,5,2,1,0,SOV,_,32,7,39,1.2728101846792634,0.6789538995185759,50000.0,8.3962602137,8.4440855543,8.5707325629,8.7270311431,8.3963718858,8.4210211981,8.5296497985,8.4864034047,8.4039389391,PBC
gbi,13,9,6,1,4,5,SOV,_,26,12,38,2.3070207548230917,0.8997437586982626,50000.0,8.1102345533,8.167927928,8.3415260591,8.5462425282,8.1103580447,8.1376355821,8.3040260757,8.2358343805,8.1155863827,PBC
gbo,28,29,7,1,3,4,SVO,_,60,12,72,1.893622798207879,0.6500224216483541,50000.0,8.8110174501,8.852942168,8.9468839151,9.0690777604,8.8111164691,8.8329529263,8.9083611989,8.8766423982,8.8257510585,PBC
gde,5,25,3,1,12,2,SVO,VSO,42,6,48,1.8874524438540257,0.5435644431995964,50000.0,8.5263701364,8.5742531848,8.6963336204,8.8484542214,8.5264788446,8.550472491,8.6573138752,8.6129974326,8.5359045439,PBC
gdn,21,6,4,7,6,1,SOV,_,33,12,45,2.138304199853873,0.8366407419411673,50000.0,8.299102053,8.3490481553,8.4897642387,8.6598163916,8.2992191978,8.3250766248,8.4473100658,8.4000989697,8.3074537215,PBC
gdr,59,17,3,2,4,1,SOV,_,80,6,86,1.4109427114954949,0.3650551896402848,50000.0,8.7918584286,8.8437377423,8.9711628693,9.1300052057,8.7919648848,8.8154586607,8.9316721038,8.8825370101,8.8063807163,PBC
gej,14,48,5,2,2,3,SVO,_,64,10,74,1.5912682721151359,0.5713549744279549,50000.0,8.1980905753,8.2389765528,8.3533309215,8.4935348685,8.1982063328,8.2237373594,8.3133869905,8.2796438978,8.2087831636,PBC
gfk,3,47,4,0,3,1,SVO,_,53,5,58,1.0549559773141948,0.42368057157091055,50000.0,7.7458510699,7.7703913125,7.8374098412,7.9225360066,7.7459630378,7.7706147635,7.8068905081,7.7927880284,7.7535390217,PBC
ghs,64,17,10,16,12,5,SOV,SOV,93,31,124,2.0724596996351003,0.8112781244591328,50000.0,9.5713990144,9.6451495849,9.7932713682,9.9830044798,9.5714934443,9.5923495492,9.7364345317,9.6767428298,9.590972767,PBC
gil,1,34,7,2,7,20,SVO,VOS,42,29,71,1.9143208179685518,0.9756797868933085,50000.0,7.7367408662,7.7746693188,7.8903389854,8.0303474019,7.7368636912,7.763959942,7.848962498,7.8194024607,7.742608707,PBC
giz,8,38,4,0,0,2,SVO,_,46,6,52,1.2115696121630877,0.5159469300074474,50000.0,8.4993175,8.5481094463,8.67642845,8.8343797899,8.4994289116,8.5240150964,8.6307535348,8.59088211,8.5069356329,PBC
gkn,21,36,3,1,6,2,SVO,SVO,63,6,69,1.7517037547960297,0.4262286569981449,50000.0,8.0921105725,8.1305151145,8.2404994215,8.3750077144,8.0922281424,8.1181523309,8.2033002758,8.1705855104,8.1018982333,PBC
gkp,45,24,9,4,1,2,SOV,_,70,15,85,1.7540754730185968,0.6722948170756379,50000.0,8.838554278,8.8979788867,9.0467563002,9.2291965484,8.8386628301,8.8626290495,8.9944201767,8.945225901,8.8509026975,PBC
gle,19,30,2,12,66,15,VSO,VSO,115,29,144,2.0972148525247896,0.7246971909054878,50000.0,9.1003401811,9.1720421246,9.3396695107,9.5460935311,9.1004444494,9.1234793333,9.2874812412,9.2206664661,9.1100638701,PBC
gmv,93,6,10,16,2,1,SOV,_,101,27,128,1.3525716766699416,0.7432709194035553,50000.0,10.7690686965,10.9011907084,11.0818261834,11.3279964039,10.769146372,10.7863208746,11.0093942349,10.8993711323,10.7996224915,PBC
gnd,3,8,1,0,0,2,SVO,_,11,3,14,1.610577243331642,0.74959525725948,50000.0,7.4279608203,7.4570166985,7.5511051592,7.664645757,7.4280886088,7.4562402814,7.5201545548,7.4952516261,7.4327156831,PBC
gng,2,24,1,0,1,2,SVO,_,27,3,30,1.1055872616982603,0.4689955935892812,50000.0,8.1584754313,8.1972406471,8.3026699679,8.433717888,8.158588419,8.1835128364,8.2657193584,8.2331544627,8.166929526,PBC
gnw,6,27,3,1,5,2,SVO,_,38,6,44,1.771789220015914,0.5746356978376794,50000.0,7.9351314409,7.9715594907,8.0751146975,8.2030723419,7.9352477831,7.9609135418,8.043321075,8.008541425,7.9420440982,PBC
gof,84,7,14,11,1,0,SOV,_,92,25,117,1.3322205770053206,0.7484492947832908,50000.0,10.6538180514,10.7726961228,10.9368156524,11.1636300225,10.6538954025,10.6709954657,10.875217007,10.7706772329,10.6827832783,PBC
gog,6,34,4,1,2,1,SVO,_,42,6,48,1.4498893422453545,0.5435644431995964,50000.0,9.9639629312,10.06322035,10.2498097296,10.4855205827,9.9640550943,9.9844238288,10.1897108858,10.0986944932,9.9876660442,PBC
gor,9,65,1,2,4,5,SVO,_,78,8,86,1.291463901978061,0.446481346896803,50000.0,9.4308943207,9.5100549976,9.6809241671,9.8936873624,9.4309937087,9.4529520136,9.6285329138,9.5535950178,9.44726521,PBC
grc,73,199,19,33,54,81,SVO,_,326,133,459,2.2126926172021166,0.8684114715162274,50000.0,9.8697418147,9.9839455541,10.2061716308,10.4801365305,9.8698366985,9.8908184124,10.1617126495,10.0316441141,9.8796529046,PBC
grk,19,77,8,8,25,28,SVO,_,121,44,165,2.142349311512988,0.8366407419411673,,,,,,,,,,,
gso,3,51,2,0,0,0,SVO,_,54,2,56,0.5207731373663587,0.22228483068568797,50000.0,7.7020196004,7.7275264487,7.797880778,7.8870948178,7.7021322956,7.7269607898,7.7675534112,7.7512805564,7.7091655332,PBC
gub,2,3,0,4,3,3,OVS,VSO,8,7,15,2.2892464285091583,0.9967916319816366,50000.0,8.122963381,8.1629981684,8.2765312152,8.4154833397,8.1230802096,8.148846784,8.2340893131,8.2039491084,8.1321655477,PBC
guc,3,4,1,4,5,2,VSO,VSO,12,7,19,2.439268146254097,0.9494520153879484,50000.0,9.4179208977,9.5050163973,9.6935368982,9.926616445,9.4180207666,9.4400957252,9.6656172734,9.5536257638,9.4300821341,PBC
gug,9,36,5,1,10,6,SVO,SVO,55,12,67,1.9618306607183484,0.678114052360606,50000.0,9.6308473398,9.718361221,9.8929631061,10.1139749651,9.6309420251,9.6518688732,9.8516700549,9.7558067099,9.6422755087,PBC
guh,3,4,0,0,1,1,SVO,SOV,8,1,9,1.7527152789797045,0.5032583347756457,50000.0,9.9376489203,10.0504820994,10.2628534684,10.5281828749,9.9377416468,9.9582462232,10.2387066681,10.0917220237,9.95048849,PBC
gui,7,31,4,3,7,6,SVO,_,45,13,58,2.045089322070848,0.7676515870125797,50000.0,7.9371412379,7.9722564352,8.0709755725,8.193558134,7.9372565051,7.9626817705,8.0391109039,8.0069779483,7.944229215,PBC
guj,21,5,4,0,1,2,SOV,SOV,27,6,33,1.5944454420011571,0.6840384356390417,50000.0,10.2644792579,10.3718446229,10.5492334939,10.7813283685,10.2645646644,10.2834427111,10.4820387797,10.3918197601,10.2850743742,PBC
gul,7,37,7,1,2,0,SVO,_,46,8,54,1.4205774385138832,0.6051865766334206,50000.0,7.6727030499,7.6911839733,7.7369740968,7.7975038345,7.672806657,7.6955969536,7.7122786086,7.7041609355,7.6811987117,PBC
gum,35,5,11,13,1,1,SOV,_,41,25,66,1.842969722262164,0.9571814385446724,50000.0,10.2891718273,10.3993937285,10.5752171405,10.8083947485,10.2892553683,10.3077250677,10.5391854556,10.4147784444,10.3043006272,PBC
gun,22,31,16,13,3,4,SVO,_,56,33,89,2.2448549470336863,0.9512740874376923,50000.0,8.4817725704,8.5311993025,8.6597212259,8.818743427,8.4818829155,8.5062418819,8.620318442,8.573201657,8.4899774899,PBC
guo,4,4,1,1,0,0,SOV,_,8,2,10,1.7219280948873623,0.7219280948873623,50000.0,9.5904817546,9.693345911,9.9120218262,10.1779029648,9.5905816147,9.6126599565,9.8621757852,9.7496465234,9.6020755516,PBC
gur,7,39,1,0,4,2,SVO,_,50,3,53,1.2792002472041253,0.3138129641688651,50000.0,7.8429227805,7.8766241367,7.9748069229,8.0955071948,7.8430412418,7.8691547826,7.9344687227,7.9127153154,7.8489207813,PBC
gux,5,63,4,0,1,5,SVO,_,69,9,78,1.0573520120754745,0.5159469300074474,50000.0,7.7945230525,7.8241415817,7.9079899828,8.0127325478,7.794638448,7.820071758,7.876097123,7.8536653791,7.8019052983,PBC
guz,2,24,0,3,2,2,SVO,_,28,5,33,1.383970255132053,0.6136190195993708,50000.0,11.0048480265,11.1476315547,11.325394584,11.5735026486,11.0049223655,11.0213598877,11.2460600583,11.1335346587,11.0461639706,PBC
gvc,10,3,4,6,2,1,SOV,_,15,11,26,2.2587495852424757,0.9828586897127056,50000.0,9.1821133748,9.2421727694,9.3715346048,9.5374357448,9.1822110941,9.2037877769,9.3312643274,9.2734392669,9.1956672142,PBC
gvf,11,3,3,6,1,0,SOV,SOV,15,9,24,1.956908425151817,0.9544340029249649,50000.0,8.2983631311,8.3279383795,8.3991938685,8.4919057,8.298466064,8.3211396571,8.369136851,8.3479040869,8.3110625057,PBC
gvn,35,4,1,0,0,1,SOV,SOV,39,2,41,0.7837738194211612,0.2811937964320427,50000.0,9.5928351861,9.6687353722,9.8194589736,10.0128844506,9.5929289953,9.613650893,9.7631846516,9.699986229,9.6094389206,PBC
gwi,19,9,4,11,6,2,SOV,_,34,17,51,2.2841219973098066,0.9182958340544896,50000.0,9.3519378456,9.42978567,9.6015592715,9.8145443529,9.3520385962,9.3742981193,9.5513723645,9.4753440716,9.3653957978,PBC
gym,6,4,3,5,1,0,SOV,SOV,11,8,19,2.1492799881316267,0.9819407868640976,50000.0,8.5705689822,8.6041837767,8.6805639313,8.7809286108,8.5706681851,8.5925294962,8.6477832733,8.6235472648,8.5845924784,PBC
gyr,7,23,3,7,6,8,SVO,_,36,18,54,2.2806364576336877,0.9182958340544896,50000.0,9.0300528285,9.0932572983,9.2430005499,9.4285411811,9.0301575222,9.053275964,9.1969055055,9.1371650015,9.0456738745,PBC
hae,58,7,8,7,1,2,SOV,SOV,66,17,83,1.4947277852480616,0.7314625617214585,50000.0,10.2154130408,10.316877783,10.4851464871,10.7068493763,10.215498255,10.2343321603,10.4306933424,10.3355631812,10.2404433935,PBC
hag,6,24,1,0,0,2,SVO,_,30,3,33,1.1792766944604327,0.4394969869215134,50000.0,7.388212516,7.4127527587,7.4876589404,7.5802964966,7.3883339918,7.4150877787,7.4573904558,7.4411876276,7.3942606309,PBC
hak,14,46,1,2,4,2,SVO,SVO,64,5,69,1.4797299801487624,0.37505140642401236,50000.0,8.8795791074,8.9333339246,9.0548169464,9.2104760854,8.8796793269,8.9018095955,9.0143671846,8.9649971234,8.8884076368,PBC
hat,10,43,5,0,5,4,SVO,_,58,9,67,1.621791483742288,0.569190343735683,50000.0,7.8907900401,7.9187061892,7.996656959,8.0942405496,7.8909044108,7.9160877966,7.9635050565,7.9458086036,7.9007645493,PBC
hau,4,79,7,0,1,5,SVO,SVO,84,12,96,0.988506208691665,0.5435644431995964,50000.0,8.566011695,8.614313125,8.7356219494,8.8873949535,8.5661192402,8.5898580476,8.6990682707,8.6519571483,8.5752996739,PBC
haw,3,21,2,2,35,3,VSO,VSO,59,7,66,1.7220706879076242,0.48791799258948587,50000.0,6.9739171345,6.9958460991,7.0706817266,7.1611718658,6.9740491542,7.0031046179,7.0400232053,7.0272909963,6.9798338576,PBC
hay,10,27,7,1,2,6,SVO,SVO,39,14,53,1.9776845495440023,0.83294582353614,50000.0,11.2049150438,11.3728880275,11.5668148524,11.8389345592,11.2049875206,11.2210184691,11.4959072539,11.3476025707,11.2326437461,PBC
hch,9,18,5,3,4,1,SVO,SOV,31,9,40,2.1231155194987945,0.7691928290130138,50000.0,10.9715214548,11.1464049477,11.3797915524,11.6859804348,10.9716000988,10.9889985374,11.3246274418,11.1456295538,10.9913302924,PBC
heh,8,31,6,4,1,7,SVO,SVO,40,17,57,1.960234837309947,0.8791357668533335,50000.0,10.6567670343,10.8062446675,11.0318297553,11.3217958134,10.6568501737,10.6752385774,10.9542778171,10.8231133858,10.6735539503,PBC
hif,75,9,10,6,2,1,SOV,_,86,17,103,1.381454092684457,0.6462516222741292,50000.0,8.12058826,8.1562228275,8.2517975873,8.3715039163,8.1206998981,8.1453151941,8.2119045002,8.1880809171,8.1277827179,PBC
hig,3,26,6,2,0,3,SVO,_,29,11,40,1.5911535278793056,0.8485481782946158,50000.0,7.9998785048,8.0293383375,8.1082255958,8.2081254861,7.9999893589,8.0244167147,8.0778329673,8.0552575229,8.0105682991,PBC
hil,4,43,7,5,42,14,SVO,VSO,89,26,115,2.0422656157570307,0.7711273724428291,50000.0,7.9497433325,8.0032240376,8.1702843049,8.3665664872,7.9498700037,7.9778426163,8.1288484319,8.0707009853,7.9559960603,PBC
hin,128,9,17,13,1,1,SOV,SOV,138,31,169,1.2344776040332448,0.6875275980728325,50000.0,9.1215514701,9.1738347384,9.283834616,9.4276418824,9.1216470371,9.1427405973,9.2488508752,9.1984592933,9.1374083419,PBC
hix,0,0,0,0,0,0,SOV,OVS,0,0,0,-0.0,-0.0,,,,,,,,,,,
hla,6,46,1,4,3,6,SVO,SVO,55,11,66,1.5313897634578484,0.6500224216483541,50000.0,7.9227108469,7.9623272527,8.0802955423,8.2232136436,7.922831835,7.9495196361,8.041039985,8.0071008927,7.9298207509,PBC
hlt,35,8,16,17,3,1,SOV,_,46,34,80,2.049844827431199,0.9837082626231859,50000.0,8.088048306,8.1231346494,8.2192610212,8.3389672888,8.088161697,8.1131594278,8.183692084,8.1560967966,8.0957738237,PBC
hmo,19,4,19,0,0,0,SOV,_,23,19,42,1.3584782439488494,0.9934472383802027,50000.0,7.4189246646,7.437131476,7.4881719775,7.5532105948,7.4190381953,7.443987093,7.4612781912,7.4545869336,7.4259099606,PBC
hnn,6,30,5,11,39,9,VSO,_,75,25,100,2.173457262768344,0.8112781244591328,50000.0,8.3400928785,8.3904140815,8.5304538018,8.7002034143,8.3402089678,8.365835176,8.4925631682,8.4404907222,8.3483302661,PBC
hns,88,12,6,7,2,0,SOV,_,102,13,115,1.2053962082707559,0.5090283012319687,50000.0,8.3387441136,8.3750278939,8.4655873614,8.5811139521,8.3388501965,8.362240969,8.4292501207,8.4022749403,8.3477055214,PBC
hop,100,7,3,0,3,1,SOV,SOV,110,4,114,0.7491454664787536,0.2192973081321754,50000.0,9.477247278,9.5853772713,9.8289212482,10.1180028793,9.4773515065,9.5003985907,9.7830262647,9.6558896646,9.4893005504,PBC
hot,24,35,7,2,7,7,SVO,_,66,16,82,2.0829366512816048,0.7120640548905479,50000.0,7.8826772359,7.9063085806,7.9661740159,8.0440030668,7.8827831027,7.906093028,7.9388585663,7.9241792113,7.8899679988,PBC
hrv,102,144,44,17,33,23,SVO,SVO,279,84,363,2.1862902681934844,0.7804524335501332,50000.0,10.3460627707,10.4685620066,10.6693996327,10.9283634131,10.3461485663,10.365118956,10.60573305,10.491741158,10.3627596211,PBC
hto,28,5,5,2,1,0,SOV,SOV,34,7,41,1.4593759371428021,0.6593758812786992,50000.0,9.8489749896,9.9554458836,10.1662959556,10.4264373216,9.8490706533,9.8702193476,10.1139577591,10.002368327,9.8661862608,PBC
hub,9,5,4,1,1,4,SOV,_,15,9,24,2.245838938745422,0.9544340029249649,50000.0,10.9097778273,11.0539319158,11.2372146224,11.4918706538,10.9098528301,10.9264406554,11.2109421348,11.042114489,10.936935233,PBC
hui,60,7,12,14,4,3,SOV,_,71,29,100,1.8124329236693435,0.8687212463394045,50000.0,9.4338362953,9.4929290842,9.6094127478,9.7628079999,9.4339284884,9.4542785986,9.5717264621,9.5154229446,9.4550492217,PBC
hun,17,50,11,4,15,16,SVO,No dominant order,82,31,113,2.2154286568476658,0.8476183429401789,50000.0,10.2640738997,10.4030919939,10.6434364997,10.942362081,10.2641633782,10.2839550841,10.5887681116,10.4409225189,10.2722778854,PBC
hus,23,44,16,6,10,15,SVO,_,77,37,114,2.3101765834921038,0.9092730127456315,50000.0,8.2180345642,8.2607094835,8.3792577823,8.5246738665,8.2181498035,8.2435746705,8.3422205866,8.302541312,8.2278761432,PBC
huu,17,1,5,2,1,0,SOV,SOV,19,7,26,1.5044201498452234,0.8403586716091171,50000.0,9.5628368501,9.6324468858,9.7659820913,9.9414398603,9.5629279241,9.5830456272,9.7362645676,9.6566287175,9.5815764986,PBC
huv,9,31,0,1,5,6,SVO,SVO,45,7,52,1.6768084467230597,0.5699613760403499,50000.0,8.8576766872,8.9098445398,9.032349223,9.1872474123,8.8577797515,8.8805282328,8.990343174,8.9443597966,8.8701365914,PBC
hva,10,21,4,2,6,5,SVO,_,37,11,48,2.197934119346337,0.77655578544446,,,,,,,,,,,
hvn,2,12,2,4,16,5,VSO,_,30,11,41,2.1714741879573354,0.8390040613676977,50000.0,7.4573843161,7.4913597843,7.6050088148,7.7399446962,7.4575159592,7.4865320096,7.5670543925,7.5392302694,7.4635213299,PBC
hwc,2,38,5,1,1,2,SVO,_,41,8,49,1.2263244158439213,0.6420642892306891,50000.0,7.6613688734,7.6803835941,7.7293450043,7.793195566,7.6614755469,7.6849344563,7.7042520298,7.695232283,7.6698897522,PBC
hye,56,102,12,12,5,5,SVO,No dominant order,163,29,192,1.7773706179998032,0.6124409486463372,50000.0,10.4584710211,10.580667291,10.7701718663,11.019677921,10.4585539571,10.476891478,10.7074510818,10.5952302731,10.4810470225,PBC
ian,24,2,8,10,1,1,SOV,SOV,27,19,46,1.8440319350530698,0.978070970973496,50000.0,8.7146349195,8.7708134644,8.91510669,9.0916804614,8.7147451789,8.739084933,8.8670292834,8.8180597805,8.7253597158,PBC
iba,1,63,1,6,2,1,SVO,SVO,66,8,74,0.8840694442124407,0.49418293484978865,50000.0,8.1076533399,8.1381663401,8.2159460877,8.315660782,8.1077603971,8.1313551383,8.1802271356,8.1619946497,8.1166842434,PBC
ibo,10,80,11,0,2,2,SVO,SVO,92,13,105,1.1806524096197144,0.5402129815415571,50000.0,8.7367560983,8.796483673,8.9480580507,9.1336994293,8.7368655272,8.7610313591,8.9062029056,8.8453292586,8.7478801339,PBC
ifb,3,28,5,8,19,9,SVO,_,50,22,72,2.222558146405894,0.8879763195151349,50000.0,8.703109356,8.7883582059,9.0212830841,9.2918405767,8.7032268126,8.7291911629,8.9779818591,8.8735293557,8.7093730961,PBC
ifk,9,24,10,7,20,13,SVO,_,53,30,83,2.4475277606584083,0.943876757128791,50000.0,8.8158426151,8.8780371983,9.0309216091,9.2194708959,8.8159496904,8.8396008071,8.9890811083,8.9250956269,8.8251791753,PBC
ifu,2,22,1,6,22,7,SVO,_,46,14,60,2.017286417628998,0.783776947484701,50000.0,7.9937299239,8.0452629908,8.2022892659,8.3886333696,7.9938539579,8.0212446282,8.1680908946,8.1069565826,7.9999895492,PBC
ify,4,15,10,8,30,13,VSO,_,49,31,80,2.332739668798723,0.9631672450918831,50000.0,8.6086307366,8.6772597397,8.8662976796,9.0897525724,8.6087476942,8.6345841894,8.8122272825,8.7459055337,8.6166709955,PBC
ign,2,12,5,6,4,5,SVO,_,18,16,34,2.388974430607562,0.9975025463691153,50000.0,9.520190294,9.6652099995,9.9945662883,10.3689352777,9.5202974384,9.5440043728,9.9977017945,9.7666225028,9.5250372901,PBC
ike,12,1,2,0,0,0,SOV,_,13,2,15,0.9055872616982603,0.5665095065529053,50000.0,12.949484383,13.2619721289,13.3204531237,13.5550103197,12.9495283888,12.9592675958,13.3096116854,13.798097021,13.0043394605,PBC
ilo,2,21,1,4,28,9,VSO,VSO,51,14,65,1.9396919867369515,0.7516499461153355,50000.0,8.7166510259,8.8152592319,9.089943286,9.4018488518,8.7167712915,8.7433638635,9.0412252359,8.9195034353,8.7221843244,PBC
imo,32,8,6,13,3,2,SOV,_,43,21,64,2.025462830588678,0.9129992135852473,50000.0,9.2384253254,9.2894390221,9.3935666002,9.5307330343,9.2385191041,9.2592087828,9.3534978203,9.3111414914,9.2589493574,PBC
inb,3,1,6,15,2,1,OVS,_,6,22,28,1.9192112991783832,0.74959525725948,50000.0,10.3598897561,10.4644130118,10.6225519788,10.8380596939,10.3599703645,10.3777893782,10.5920664673,10.4716690784,10.3828495958,PBC
ind,70,729,58,42,60,46,SVO,SVO,859,146,1005,1.4790361994695487,0.5978850721812933,50000.0,9.4701458292,9.5372455756,9.671466777,9.8455880206,9.4702394263,9.4909088455,9.6194164792,9.5648660073,9.4872462716,PBC
ino,27,9,9,16,5,5,SOV,_,41,30,71,2.3094669288955427,0.9826154285526119,50000.0,10.1102899959,10.2067918672,10.3722682677,10.5890579454,10.1103767054,10.1295390265,10.3173578714,10.2283584098,10.1323786807,PBC
iou,24,10,9,7,5,4,SOV,_,39,20,59,2.305544220412651,0.9238422284571814,50000.0,9.7615000307,9.8351207587,9.9700561324,10.1482652206,9.7615889836,9.781234455,9.9131058705,9.8565213003,9.7840392737,PBC
ipi,9,2,1,1,0,0,SOV,_,11,2,13,1.3520301017579528,0.6193821946787638,50000.0,8.9675412086,9.0101439932,9.1014856476,9.2215491732,8.967637456,8.9888591509,9.0631815631,9.0311737559,8.9866720432,PBC
