ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,Num_Sentences,SO,OS,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
bef,39,11,9,8,6,3,SOV,_,76,56,20,2.07715880475794,0.831474388009729,50000,9.6626192783,9.7477527127,9.918417277,10.1339695808,9.662714328,9.6837160168,9.8536470589,9.7849916223,9.6799287762,PBC
cav,9,3,2,2,2,1,SOV,No dominant order,19,14,5,2.18033738106757,0.831474388009729,50000,9.4363022336,9.5096055687,9.662822701,9.8573687776,9.436398974,9.4577701223,9.6305270535,9.5453567691,9.4536705607,PBC
cya,6,20,1,7,16,7,SVO,_,57,42,15,2.23198991221947,0.831474388009729,50000,7.3337163659,7.3500188198,7.3935729799,7.4502223647,7.3338254545,7.3578098374,7.3696002455,7.3638184667,7.3401935761,PBC
hui,73,7,13,14,4,3,SOV,_,114,84,30,1.6954141369766,0.831474388009729,50000,9.4338362953,9.4929290842,9.6094127478,9.7628079999,9.4339284884,9.4542785986,9.5717264621,9.5154229446,9.4550492217,PBC
ncj,2,34,8,2,6,5,SVO,SVO,57,42,15,1.83125576712482,0.831474388009729,50000,8.6271653614,8.7160786568,8.967140064,9.2547809039,8.6272860259,8.6539613147,8.9217779359,8.8117324416,8.6323230183,PBC
btx,3,33,1,7,14,10,SVO,No dominant order,68,50,18,2.00814478605805,0.833764907210665,50000,8.7156826692,8.7681390609,8.8975827199,9.0590282945,8.7157893548,8.7393398312,8.8536811666,8.8076753283,8.7267563845,PBC
quc,10,43,4,7,8,11,SVO,_,83,61,22,2.08282379688334,0.834286742173954,50000,8.5488757312,8.5941042208,8.7091693811,8.8528477291,8.5489842096,8.5729168247,8.6695493841,8.630506612,8.5601392895,PBC
kud,21,9,5,4,6,4,SOV,_,49,36,13,2.27006889778667,0.834648285181383,50000,9.1633488136,9.2439521856,9.4340739823,9.6648223206,9.1634543934,9.1867860937,9.3860812917,9.3007679847,9.1728108066,PBC
tsz,43,14,16,4,1,1,SOV,SVO,79,58,21,1.76413070563284,0.83540652544605,50000,10.0528690736,10.1896654174,10.4521017901,10.7673962475,10.0529646582,10.0741060046,10.3897033917,10.2473462176,10.0611132172,PBC
apn,5,5,1,2,1,1,SOV,SOV,15,11,4,2.22560519901694,0.836640741941167,50000,7.5332359091,7.5589735886,7.6367306288,7.7327324135,7.5333567472,7.5599653452,7.604341019,7.5883256009,7.5394325915,PBC
djk,4,17,6,1,1,1,SVO,SVO,30,22,8,1.80700248542243,0.836640741941167,50000,7.3077793358,7.3228843528,7.363416662,7.4160793882,7.3078887839,7.3319265189,7.3411743305,7.3358219957,7.3144076933,PBC
ldi,3,18,7,0,1,1,SVO,_,30,22,8,1.59138986285757,0.836640741941167,50000,9.7474843405,9.8407978557,10.026415683,10.2589640291,9.747579433,9.768595527,9.9695232023,9.8812913544,9.7643483153,PBC
ntp,10,44,8,7,23,13,SVO,VSO,105,77,28,2.24535601339504,0.836640741941167,50000,9.6002819978,9.69564414,9.8954174853,10.1415047154,9.600380433,9.6221391175,9.8489633295,9.7448910755,9.6112628066,PBC
acn,103,2,26,12,2,1,SOV,_,146,107,39,1.31351951107047,0.83730638024611,50000,8.0133403548,8.039164596,8.1040007925,8.1881436644,8.0134457916,8.0366682641,8.0749894716,8.0583581384,8.0229493905,PBC
oss,50,44,20,9,2,6,SOV,SOV,131,96,35,2.03429733265323,0.837382500298482,50000,10.224314261,10.3312756713,10.5064039739,10.7371338896,10.2243990178,10.2431355448,10.4448636616,10.3495272124,10.237998399,PBC
kjs,62,12,6,14,5,9,SOV,_,108,79,29,1.92959647759688,0.839330761749666,50000,9.2297893658,9.2957205292,9.44594147,9.6328485851,9.2298916749,9.2524806622,9.3933081891,9.337375457,9.2490768434,PBC
des,15,2,3,4,2,0,SOV,SOV,26,19,7,1.80204562443758,0.840358671609117,50000,9.4636703178,9.5464088783,9.7232038443,9.9432618746,9.4637691977,9.4856192639,9.68050341,9.5907063126,9.4775598304,PBC
ttc,10,51,5,7,4,12,SVO,_,89,65,24,1.92749019133815,0.840980533616316,50000,8.5242649084,8.57383591,8.7027045711,8.8618160621,8.5243753863,8.5487592819,8.6608401358,8.6160969712,8.5334422724,PBC
hus,26,72,16,6,10,18,SVO,_,148,108,40,2.11327945512437,0.841852189756321,50000,8.2180345642,8.2607094835,8.3792577823,8.5246738665,8.2181498035,8.2435746705,8.3422205866,8.302541312,8.2278761432,PBC
aby,53,11,10,11,6,5,SOV,_,96,70,26,2.00135858270545,0.842657877202239,50000,9.1449744804,9.2089147246,9.3531712034,9.5343143374,9.1450757373,9.1674354943,9.3058746976,9.247740261,9.1570655614,PBC
auy,4,4,2,1,0,0,SOV,_,11,8,3,1.82306798227366,0.845350936622436,50000,11.1333575246,11.2816377209,11.4440925026,11.6840857852,11.1334269859,11.148789143,11.4088558946,11.2493730024,11.1553849925,PBC
fij,6,80,3,4,10,29,SVO,No dominant order,132,96,36,1.67985139280502,0.845350936622436,50000,7.6766939276,7.7104241376,7.8139771125,7.9397316499,7.6768170665,7.70396508,7.7729895647,7.7506075552,7.6822404418,PBC
gbi,13,15,6,1,4,5,SVO,_,44,32,12,2.23605682889353,0.845350936622436,50000,8.1102345533,8.167927928,8.3415260591,8.5462425282,8.1103580447,8.1376355821,8.3040260757,8.2358343805,8.1155863827,PBC
mxb,2,8,0,5,22,7,VSO,_,44,32,12,1.92832660639047,0.845350936622436,50000,7.9385210701,7.9663218036,8.0412893563,8.1361806492,7.9386324286,7.9631587832,8.0103005355,7.9911692937,7.9478574795,PBC
ncl,5,15,1,1,4,7,SVO,SVO,33,24,9,2.07880369926852,0.845350936622436,50000,8.850438621,8.9262666724,9.1230821632,9.35723113,8.850551193,8.8754257537,9.0778766954,8.9933048378,8.8602707683,PBC
xtd,4,9,1,3,11,5,VSO,_,33,24,9,2.28840621649205,0.845350936622436,50000,8.7767552886,8.8297454775,8.9584300677,9.1194118322,8.7768608651,8.8001656334,8.9154570714,8.8681606516,8.7873503004,PBC
abt,29,7,5,8,1,1,SOV,SOV,51,37,14,1.82649252260797,0.847861745166053,50000,8.7910311501,8.837009841,8.9446252387,9.0819589941,8.7911335344,8.8137204713,8.9058110532,8.8668296497,8.8049102941,PBC
maa,6,30,8,1,1,5,SVO,_,51,37,14,1.78367762928484,0.847861745166053,50000,8.8529309827,8.9421183901,9.1821607058,9.459770025,8.8530477002,8.8788469142,9.1350211113,9.0292104446,8.8611644231,PBC
shp,28,6,11,1,3,2,SOV,SOV,51,37,14,1.85037930022417,0.847861745166053,50000,9.7151972902,9.8337435417,10.0861462607,10.3860750819,9.7152984874,9.7376761045,10.0135559146,9.9012869207,9.7245292693,PBC
cut,2,8,1,2,11,5,VSO,_,29,21,8,2.1799331234225,0.849751137253297,50000,7.2896568719,7.3129419698,7.384757122,7.473536903,7.289779165,7.316705865,7.3544710161,7.3404420206,7.2947383771,PBC
wer,73,17,22,11,4,3,SOV,_,130,94,36,1.86652018213083,0.851224335262138,50000,9.4284931125,9.4868789808,9.5998579089,9.7499248505,9.4285840635,9.4486611812,9.5600783533,9.5072985676,9.447008074,PBC
mam,13,74,11,19,64,28,SVO,_,209,151,58,2.22900710447118,0.852038494016356,50000,9.9672916175,10.0693622916,10.2596129515,10.500114234,9.9673833785,9.9876656667,10.1961560263,10.1046904059,9.9838470598,PBC
usa,30,14,9,6,5,4,SOV,SOV,68,49,19,2.2027800872973,0.854648060116908,50000,11.3331531421,11.5308167896,11.7544699028,12.0610420728,11.3332261559,11.3493804333,11.672788295,11.5020314437,11.3604838523,PBC
cas,5,10,4,4,8,1,SVO,SVO,32,23,9,2.34909620552155,0.857148437428371,50000,8.5975868209,8.6655233304,8.8509838739,9.0713265061,8.5977028231,8.6233308482,8.8083021628,8.731922051,8.6054291865,PBC
heh,8,37,6,4,1,8,SVO,SVO,64,46,18,1.87094453855316,0.857148437428371,50000,10.6567670343,10.8062446675,11.0318297553,11.3217958134,10.6568501737,10.6752385774,10.9542778171,10.8231133858,10.6735539503,PBC
pam,4,38,6,11,65,25,VSO,_,149,107,42,2.06121495729833,0.857998726491486,50000,8.6428315995,8.6989524366,8.8430188284,9.0198722134,8.6429416151,8.6672331477,8.7971044225,8.7458410942,8.6526971437,PBC
moc,4,26,5,1,3,7,SVO,SVO,46,33,13,1.90992184512936,0.858981037042596,50000,8.9523358333,9.0276156605,9.215677185,9.4419241628,8.9524453339,8.9766403752,9.1675585874,9.0883882908,8.9616632202,PBC
mpt,38,19,8,15,9,3,SOV,SOV,92,66,26,2.21900282871401,0.858981037042596,50000,9.7225756367,9.8077956327,9.9738734501,10.185879598,9.7226688363,9.7432636883,9.9391814437,9.8411825807,9.7432331706,PBC
yon,38,9,8,8,1,3,SOV,SOV,67,48,19,1.87645548857717,0.860285865233241,50000,9.2178635767,9.3049735033,9.5114704761,9.7591929993,9.2179701196,9.2415167993,9.4514077163,9.3680239861,9.2264162788,PBC
cuc,1,14,0,4,20,10,VSO,_,49,35,14,1.92163205318812,0.863120568566631,50000,9.3263217859,9.4013275011,9.5641884123,9.76832558,9.3264211046,9.3483648575,9.5249756833,9.4427010134,9.3390128992,PBC
grk,19,88,10,10,28,34,SVO,_,189,135,54,2.14870358023492,0.863120568566631,,,,,,,,,,,
lhu,35,5,12,4,0,0,SOV,SOV,56,40,16,1.48317463498324,0.863120568566631,50000,7.1389719576,7.1517542357,7.1854559999,7.2297001036,7.139079673,7.1627179616,7.1644812559,7.1621577249,7.1446298647,PBC
miz,4,9,3,5,12,2,VSO,_,35,25,10,2.3317572169954,0.863120568566631,50000,8.1038138963,8.145767468,8.2660442989,8.4124211344,8.1039318505,8.1299511867,8.2232581396,8.1898119404,8.1100925743,PBC
pwg,50,20,21,5,5,4,SOV,SOV,105,75,30,2.02768058229745,0.863120568566631,50000,8.5297440917,8.581709967,8.7172459209,8.883934174,8.529855006,8.5543397682,8.6732382442,8.6264902997,8.5371208442,PBC
ifb,3,29,5,8,25,10,SVO,_,80,57,23,2.18990731328059,0.865469897428593,50000,8.703109356,8.7883582059,9.0212830841,9.2918405767,8.7032268126,8.7291911629,8.9779818591,8.8735293557,8.7093730961,PBC
prs,174,18,19,55,6,6,SOV,_,278,198,80,1.6447116651279,0.865822877159652,50000,9.2187015409,9.2882682958,9.4396370922,9.6309319802,9.2188005354,9.2406701157,9.3906231872,9.3263190791,9.2287553733,PBC
kyc,63,20,9,22,6,5,SOV,SOV,125,89,36,2.03167681922203,0.866123681398626,50000,9.0558729301,9.1126718338,9.2434554449,9.4080095469,9.055975204,9.0785478706,9.1959078032,9.1488775875,9.0720071073,PBC
hig,3,39,9,3,0,5,SVO,_,59,42,17,1.54739852347418,0.86630067549805,50000,7.9998785048,8.0293383375,8.1082255958,8.2081254861,7.9999893589,8.0244167147,8.0778329673,8.0552575229,8.0105682991,PBC
poh,8,31,4,5,3,8,SVO,_,59,42,17,2.05307332735178,0.86630067549805,50000,8.1034375041,8.1514792489,8.2960245444,8.4681353394,8.1035604095,8.1306835079,8.2543883102,8.2077084816,8.112147261,PBC
bjv,5,25,3,4,2,6,SVO,_,45,32,13,1.98139292465645,0.867281622200026,50000,7.7652754942,7.7917200943,7.864979323,7.9574380035,7.7653887925,7.7903450085,7.8340566235,7.8167225304,7.7723352365,PBC
zpq,3,21,6,1,8,6,SVO,VSO,45,32,13,2.11378413212587,0.867281622200026,50000,9.2104596447,9.2872831557,9.4616695171,9.6769595724,9.210562129,9.2332078003,9.4169122463,9.3356816923,9.2202198009,PBC
nop,31,13,7,12,5,1,SOV,_,69,49,20,2.10901029887496,0.868533960265235,50000,10.0981172236,10.2073725191,10.4045883535,10.6541055756,10.0982076093,10.1181878753,10.3327738608,10.2410451125,10.1162193003,PBC
ppo,17,3,6,3,2,0,SOV,SOV,31,22,9,1.84108604232527,0.869137580612638,50000,9.2289828067,9.2909177048,9.4264714731,9.5985315195,9.2290819012,9.250959959,9.3779375544,9.325206546,9.2476871628,PBC
lac,2,12,2,4,3,1,SVO,No dominant order,24,17,7,2.09436093777043,0.870864469235364,50000,7.7498282748,7.7957636849,7.9441856226,8.118831834,7.7499576146,7.7785020009,7.900674046,7.8571800906,7.7546508251,PBC
nko,14,17,5,0,3,9,SVO,SVO,48,34,14,2.09155228822859,0.870864469235364,,,,,,,,,,,
cbi,27,1,7,3,1,2,SOV,SOV,41,29,12,1.58222677254539,0.87216178834117,50000,10.382728593,10.4955617722,10.6741086773,10.9099434055,10.3828120562,10.4012627303,10.6240637914,10.5109020854,10.405843208,PBC
qvw,14,8,5,2,7,5,SOV,_,41,29,12,2.37770482627459,0.87216178834117,50000,11.7501563106,11.9636896036,12.1411195186,12.4202281969,11.7502196918,11.7642439748,12.1177707685,11.8835092254,11.7794093964,PBC
apw,29,3,8,6,4,1,SOV,SOV,51,36,15,1.88524668775208,0.873981048127358,50000,10.5008251168,10.6294269528,10.8291298038,11.0897608212,10.5009084886,10.519344043,10.7790711026,10.6457942499,10.5229703551,PBC
cta,0,1,1,3,11,1,VSO,_,17,12,5,1.5693078231813,0.873981048127358,50000,7.19175338,7.2073344864,7.251418192,7.3078827136,7.1918671733,7.2168689057,7.2277940693,7.2224334307,7.1981332728,PBC
qwh,15,4,8,2,5,0,SOV,_,34,24,10,2.02237462335138,0.873981048127358,50000,11.2582452116,11.433272974,11.625041138,11.8996674828,11.2583158675,11.273946654,11.5932258376,11.3990974603,11.2831904875,PBC
sig,5,19,4,2,0,4,SVO,_,34,24,10,1.84274921684255,0.873981048127358,50000,7.3899593663,7.4119316118,7.4789194817,7.5620067087,7.3900805705,7.4167518017,7.4512879655,7.437291626,7.3981235856,PBC
grc,79,252,24,44,64,97,SVO,_,560,395,165,2.19585648702091,0.874643448443139,50000,9.8697418147,9.9839455541,10.2061716308,10.4801365305,9.8698366985,9.8908184124,10.1617126495,10.0316441141,9.8796529046,PBC
tot,9,43,10,5,3,8,SVO,_,78,55,23,1.98485711128988,0.874931587667792,,,,,,,,,,,
kms,27,9,7,9,7,2,SOV,SOV,61,43,18,2.21362944423204,0.875195788740725,50000,7.7783486075,7.7992532586,7.8522295043,7.9213695654,7.7784542876,7.801704383,7.8245136627,7.8150011712,7.7864850917,PBC
qub,37,10,13,6,5,3,SOV,_,74,52,22,2.07500640895454,0.877962001394391,50000,11.608979979,11.7943807187,11.95978634,12.2171375084,11.6090444986,11.6233162973,11.8794408356,11.7304865187,11.645509519,PBC
quj,3,21,0,4,2,7,SVO,_,37,26,11,1.78661450522569,0.877962001394391,,,,,,,,,,,
tte,35,8,6,7,9,9,SOV,_,74,52,22,2.21290181052401,0.877962001394391,50000,9.1052470111,9.1733133631,9.3306761739,9.526058682,9.1053501977,9.1281430376,9.2853872407,9.2177978404,9.1182943344,PBC
hun,17,57,11,4,15,23,SVO,No dominant order,127,89,38,2.18033326285803,0.880326254749602,50000,10.2640738997,10.4030919939,10.6434364997,10.942362081,10.2641633782,10.2839550841,10.5887681116,10.4409225189,10.2722778854,PBC
mit,3,4,1,0,7,5,VSO,_,20,14,6,2.12112747333719,0.881290899230693,50000,9.2139662038,9.2861875176,9.4496855899,9.6525908867,9.2140682717,9.2366159032,9.4010965304,9.3311276956,9.2247132405,PBC
pbi,5,9,1,8,21,6,VSO,VSO,50,35,15,2.20610806237275,0.881290899230693,50000,8.1810640276,8.2166841682,8.3125437057,8.4323278747,8.1811760279,8.2058673707,8.2769833356,8.2488593065,8.1919280413,PBC
byr,30,6,8,7,1,1,SOV,_,53,37,16,1.83418503329932,0.883585086105253,50000,11.0473583645,11.2116957567,11.4223711535,11.7056679152,11.0474349382,11.0643715149,11.3276632903,11.2032616142,11.0781077713,PBC
zty,4,18,4,0,8,9,SVO,_,43,30,13,2.08700952123832,0.884115122048848,50000,8.7349398676,8.7963698225,8.9548361887,9.1473334567,8.7350508196,8.7595525345,8.9073128547,8.8488696889,8.7445764361,PBC
chu,24,72,13,12,28,29,SVO,_,178,124,54,2.30221459309025,0.885372377006848,50000,10.0034354383,10.1147393607,10.3162443649,10.571735227,10.0035258129,10.0235090109,10.2721911419,10.1490193445,10.0120753749,PBC
lwo,9,21,6,5,9,6,SVO,_,56,39,17,2.38009587942535,0.885612871398971,50000,8.6953808217,8.7434514205,8.860420226,9.0077872112,8.6954861135,8.7187216795,8.8195228791,8.7781335706,8.7078544819,PBC
sun,5,44,12,4,1,6,SVO,SVO,72,50,22,1.74834226939427,0.887976319515135,50000,10.032476959,10.128170921,10.2954124832,10.513707828,10.0325645597,10.0519253265,10.2401649242,10.1517423153,10.0512779624,PBC
qvz,54,2,12,13,3,1,SOV,_,85,59,26,1.60181353656736,0.88836302338456,50000,10.4400580205,10.5613598196,10.7510978846,11.000302403,10.4401413515,10.4585657679,10.6890851781,10.5770293487,10.4625494109,PBC
ify,4,17,10,8,49,13,VSO,_,101,70,31,2.12422486940913,0.889598643067232,50000,8.6086307366,8.6772597397,8.8662976796,9.0897525724,8.6087476942,8.6345841894,8.8122272825,8.7459055337,8.6166709955,PBC
gun,29,47,17,14,3,4,SVO,_,114,79,35,2.11804922820181,0.88970067469926,50000,8.4817725704,8.5311993025,8.6597212259,8.818743427,8.4818829155,8.5062418819,8.620318442,8.573201657,8.4899774899,PBC
jic,6,9,2,4,3,2,SVO,_,26,18,8,2.36220942893066,0.890491640219491,50000,7.9980861411,8.0261609866,8.0995892973,8.1933589085,7.9981950164,8.0221792445,8.0665685584,8.0494540073,8.0081543524,PBC
mzm,3,32,9,0,1,7,SVO,SVO,52,36,16,1.60552246872672,0.890491640219491,50000,7.1059549235,7.1231662753,7.1764913239,7.2429268329,7.1060770526,7.1329134414,7.1522214559,7.1435322569,7.1126481326,PBC
spy,8,7,4,1,3,3,SOV,_,26,18,8,2.34808358511301,0.890491640219491,50000,9.9016551492,10.014589317,10.2358764411,10.5077653685,9.9017505325,9.9228401572,10.1852440004,10.0631763649,9.9177943512,PBC
pes,155,15,17,55,8,8,SOV,SOV,258,178,80,1.72493154109478,0.893262920915472,50000,9.4656320608,9.554040413,9.7438635488,9.978134491,9.4657316453,9.4877410239,9.6802759681,9.6025968497,9.4762809367,PBC
otn,4,12,5,2,4,2,SVO,_,29,20,9,2.28456063364169,0.893571101654191,50000,8.3892238084,8.4406126058,8.5815777268,8.7527899041,8.3893387927,8.4147219864,8.5423875614,8.4902505823,8.3974679777,PBC
cui,2,6,2,1,3,2,SVO,SOV,16,11,5,2.35845859334435,0.896038232534557,50000,9.2053202078,9.2769067357,9.4409850637,9.6438345445,9.2054231653,9.2281655228,9.3936596812,9.3230748479,9.2198911894,PBC
knj,0,2,0,4,3,7,VOS,_,16,5,11,1.84960175271458,0.896038232534557,50000,7.8026245435,7.8326903082,7.9206062509,8.029130484,7.8027430089,7.8288427088,7.885549422,7.864999825,7.811829206,PBC
gwi,20,11,4,11,6,2,SOV,_,54,37,17,2.27237208527283,0.898653375690748,50000,9.3519378456,9.42978567,9.6015592715,9.8145443529,9.3520385962,9.3742981193,9.5513723645,9.4753440716,9.3653957978,PBC
yut,37,11,4,18,2,1,SOV,_,73,50,23,1.86294548546573,0.898937785208133,50000,8.6835770979,8.7324700328,8.8514874055,9.0012569803,8.6836824866,8.706940638,8.8045138602,8.7678278508,8.6935525954,PBC
bsn,5,0,0,11,1,2,OVS,No dominant order,19,6,13,1.52880181452532,0.899743758698263,50000,9.1328834889,9.2214649644,9.4363715337,9.692697089,9.1329916938,9.1569105529,9.4076745814,9.2892469377,9.1434912383,PBC
cbv,5,1,10,2,0,1,OSV,_,19,6,13,1.78324743853251,0.899743758698263,50000,8.7105131206,8.7610507279,8.8845492777,9.0394048556,8.7106189328,8.7339731768,8.8388441688,8.7980846221,8.7211888286,PBC
kup,29,9,8,8,1,2,SOV,SOV,57,39,18,1.98357819185456,0.899743758698263,50000,9.548017635,9.6167331998,9.7511260162,9.9263258429,9.5481099669,9.5685011306,9.7094130814,9.6427713745,9.5664000331,PBC
tcz,46,4,5,17,4,3,SOV,_,79,54,25,1.79827130189256,0.900485433478427,50000,11.3550521659,11.5308734106,11.7182229148,11.9882292446,11.3551220869,11.3705880572,11.6199902559,11.4932548594,11.3867571019,PBC
jac,10,22,7,3,9,9,SVO,VSO,60,41,19,2.36036061991814,0.900719679862359,50000,8.5614105047,8.6252786141,8.8007754037,9.0098866761,8.5615267906,8.5872114137,8.7515390502,8.6883623156,8.5708743469,PBC
zpz,1,15,4,5,12,4,SVO,_,41,28,13,2.20553860419812,0.901170195997422,50000,7.7040788035,7.7320382334,7.8125781228,7.912899018,7.7041956148,7.7299293853,7.7793126928,7.7609588239,7.7105472918,PBC
kbp,5,24,9,2,3,4,SVO,SVO,47,32,15,2.04537708557362,0.903453555206834,50000,9.3484919856,9.4310862767,9.6092628931,9.8312704565,9.3485912742,9.3705359962,9.5696553653,9.476214567,9.3561768852,PBC
way,4,2,2,12,2,3,OVS,_,25,8,17,2.17287868934203,0.904381457724494,50000,9.4694158445,9.5584301286,9.7465638028,9.9803375703,9.4695142462,9.49126564,9.7026995045,9.6047242322,9.4799705699,PBC
tim,32,12,6,14,9,5,SOV,_,78,53,25,2.28577068797501,0.90493825942356,50000,9.2589547276,9.3219427931,9.4575996409,9.6305021173,9.2590527808,9.2807028693,9.4095920828,9.3551193552,9.2751903158,PBC
cke,3,15,4,3,1,2,SVO,_,28,19,9,2.01760013854136,0.905928216042999,,,,,,,,,,,
iou,26,10,9,7,6,4,SOV,_,62,42,20,2.29094956696344,0.907165767573082,50000,9.7615000307,9.8351207587,9.9700561324,10.1482652206,9.7615889836,9.781234455,9.9131058705,9.8565213003,9.7840392737,PBC
qvs,28,11,7,10,3,3,SOV,_,62,42,20,2.16322492280257,0.907165767573082,50000,10.4282609983,10.5547853534,10.752275436,11.0110383207,10.428344353,10.446777668,10.7146732955,10.5710109382,10.4460782814,PBC
msm,5,15,1,7,28,15,VSO,_,71,48,23,2.16279246295949,0.908618598040924,50000,7.9366226268,7.9937822043,8.1735528884,8.3836134512,7.936750192,7.9649287481,8.1361510865,8.0670096702,7.9411364943,PBC
zpv,5,15,1,5,13,10,SVO,_,49,33,16,2.28516622844767,0.911342375975842,50000,7.892729836,7.9393721666,8.0862362575,8.2597100104,7.8928568242,7.9208803701,8.043520394,7.9988885857,7.8994851445,PBC
luo,10,60,16,3,6,18,SVO,SVO,113,76,37,1.97986011977946,0.912282807105598,50000,9.9871514442,10.0946177978,10.2955141973,10.5475898579,9.9872436974,10.0076374265,10.2265061597,10.1328203168,10.0044767069,PBC
mzl,33,7,11,8,5,3,SOV,_,67,45,22,2.11780909829594,0.913240161430072,50000,8.4387121513,8.5308282297,8.8025273698,9.1100798141,8.4388368109,8.4664018906,8.7775068177,8.6389221428,8.4430601402,PBC
bng,23,6,10,6,3,0,SOV,_,48,32,16,1.98005326220028,0.91829583405449,,,,,,,,,,,
kjb,1,9,2,7,10,1,VSO,_,30,20,10,2.12688758173326,0.91829583405449,50000,8.1387504712,8.1811657054,8.3038955368,8.4526370268,8.1388693588,8.165092709,8.2597584885,8.2266806174,8.1486354161,PBC
lcl,3,0,4,2,0,0,OSV,_,9,3,6,1.53049305675748,0.91829583405449,,,,,,,,,,,
ots,3,8,3,2,3,2,SVO,_,21,14,7,2.37971444627922,0.91829583405449,50000,8.4636343602,8.5142729561,8.6523364875,8.8200040821,8.4637489718,8.4890420292,8.6060983661,8.5626985047,8.474832064,PBC
qxn,17,3,4,5,2,2,SOV,_,33,22,11,2.07920029275675,0.91829583405449,50000,11.2699012487,11.4527195643,11.6576455251,11.9450360501,11.2699731628,11.2858828509,11.5940070848,11.4220934388,11.2941890669,PBC
zam,0,6,1,2,2,1,SVO,_,12,8,4,1.95914791702724,0.91829583405449,50000,8.2438257617,8.2828795164,8.3880637997,8.5186529979,8.2439382188,8.2687359379,8.3468826889,8.3184806558,8.2524042746,PBC
agd,69,18,18,27,13,6,SOV,SOV,151,100,51,2.18143161701917,0.922647710066677,50000,9.2056289927,9.2699587646,9.4142086973,9.5951627583,9.2057299965,9.2280305158,9.36029897,9.3085564847,9.2198722908,PBC
gyr,7,29,3,8,7,11,SVO,_,65,43,22,2.22247468880261,0.923338888994443,50000,9.0300528285,9.0932572983,9.2430005499,9.4285411811,9.0301575222,9.053275964,9.1969055055,9.1371650015,9.0456738745,PBC
mdy,117,12,41,24,5,4,SOV,_,203,134,69,1.77291919363346,0.924724394825397,50000,10.5953884194,10.7080196212,10.8671500135,11.0864575078,10.5954665334,10.6127325869,10.8071157897,10.7084465277,10.6257661406,PBC
cpa,1,10,1,7,14,5,VSO,VSO,38,25,13,2.14836501906148,0.926819063964577,50000,8.7895840592,8.8599298694,9.0429879631,9.2622288597,8.789696402,8.8145155068,8.997079728,8.9220254917,8.7977014208,PBC
cso,3,16,3,9,19,8,VSO,_,58,38,20,2.29333060249419,0.929363626013719,50000,8.1833537823,8.2273127002,8.3515739568,8.5029974647,8.1834706419,8.2092550814,8.3112332806,8.2721665437,8.1912031636,PBC
tir,66,14,9,34,7,3,SOV,SOV,133,87,46,1.95646728994838,0.930320524843581,50000,10.8737241834,11.0284387995,11.2388901824,11.5189568112,10.8738027266,10.8911748654,11.1690053603,11.0284077733,10.8998768375,PBC
gvf,13,3,3,6,1,0,SOV,SOV,26,17,9,1.88792947412232,0.930586129131993,50000,8.2983631311,8.3279383795,8.3991938685,8.4919057,8.298466064,8.3211396571,8.369136851,8.3479040869,8.3110625057,PBC
sey,25,6,11,5,1,1,SOV,_,49,32,17,1.91533090476537,0.931304368579376,50000,10.0740429371,10.158440597,10.2971858657,10.4849061524,10.0741266419,10.092619306,10.245648148,10.1714486679,10.0979428636,PBC
bxr,57,3,12,19,0,1,SOV,_,92,60,32,1.51312944438706,0.932111567616675,50000,11.2546348248,11.3897720693,11.5210966757,11.7289532018,11.2546998354,11.2690725982,11.4703855604,11.3460442011,11.2921916254,PBC
faa,14,1,5,2,0,1,SOV,_,23,15,8,1.61431806982904,0.932111567616675,50000,9.5468034242,9.6138310358,9.7432938581,9.9132043783,9.5468948762,9.5670904755,9.7022213053,9.6378050135,9.5641015056,PBC
ake,42,7,6,21,9,4,SOV,_,89,58,31,2.08914262077794,0.932553842883338,50000,8.5148867306,8.5700986698,8.7182475032,8.8982426758,8.51500021,8.5400565875,8.6778342204,8.6211381869,8.525009644,PBC
tyv,150,9,21,61,0,3,SOV,SOV,244,159,85,1.48966906068085,0.932595454522242,1094,8.2022096983,8.5642021926,8.4724974258,8.631586181,8.2035226107,8.2440137419,8.9190226451,8.720480251,8.3791875889,UDHR
imo,32,8,6,14,3,3,SOV,_,66,43,23,2.06981049939693,0.932707612669037,50000,9.2384253254,9.2894390221,9.3935666002,9.5307330343,9.2385191041,9.2592087828,9.3534978203,9.3111414914,9.2589493574,PBC
kyg,37,14,10,15,3,4,SOV,_,83,54,29,2.15057833710304,0.9335289015213,50000,10.3336418688,10.4359722281,10.5969111115,10.8125383739,10.3337245052,10.3519870881,10.5278677314,10.448195573,10.3593342292,PBC
not,0,8,2,2,5,3,SVO,_,20,13,7,2.10370169605735,0.934068055375491,50000,10.2045243112,10.3360115373,10.5680416541,10.8571052972,10.20461451,10.2245637424,10.5284005249,10.3745981777,10.2187750602,PBC
zia,48,11,12,13,4,9,SOV,_,97,63,34,2.12788666489749,0.934527566073661,50000,8.6055761601,8.6503862681,8.7632489313,8.9044823948,8.605683908,8.6294516435,8.7246687064,8.6856215202,8.6201944689,PBC
mcd,18,4,7,5,2,1,SOV,SOV,37,24,13,2.06567566414782,0.935269139868357,50000,9.9357895558,10.0456652101,10.2580028259,10.5208644932,9.935883931,9.9567487222,10.204850014,10.090376424,9.9556842522,PBC
